offer_id,title,job_name,job_type,contract_type,salary_label,salary_min,salary_max,min_experience,latitude,longitude,date,source,offer_description,city,region,document,clean_document,cluster
7751,Architecte Solutions D365 F/H,Architecte Solutions D365 F/H,FULL_TIME,CDI,,,,,48.9096032,2.3334701,2025-11-19,APEC,"Dans le cadre de l'accélération du développement de ces activités, nous recrutons un Architecte Solutions D365 Vous aurez en charge l'organisation et le suivi des travaux affectés aux différentes équipes et notamment : - Assurer la conception techniques des différentes application - Concevoir l'architecture technique des différentes solutions - Encadrer les équipes - Etre garant du bon fonctionnement des solutions - L'analyse de l'existant et des demandes émises par les équipes métier - Les préconisations et conceptions techniques - La rédaction DAT - La conception et le développement d'applications (environnement Microsoft / D365 / PowerPlatform/ Azure) - Le développement et le partage de bonnes pratiques, la rédaction de documentations techniques - Les tests et l'intégration de nouvelles solutions Vous devrez : - En tant qu'Architecte Solutions, vous êtes un acteur incontournable, de l'avant-vente au delivery, dans un environnement technique varié. - En phase d'avant-vente, vous accompagnez les équipes de réponse en proposant des solutions chiffrées adaptées au besoin ; - Au sein des équipes projet, vous concevez l'architecture technique et logicielle et vous mettez en place l'industrialisation (CI/CD) en lien avec les leads tech, afin de garantir la qualité et la fluidité des livraisons - le tout dans des environnements Agile (SCRUM, SAFe, Spotify) ou plus traditionnels (Cycle V) ; - Vous réalisez des audits techniques et préconisez des solutions au client pour améliorer ou faire évoluer son SI dans le cadre de démarches Go To Cloud ou de transformation digitale ; - Vous participez à l'animation de la communauté des architectes, via des retours d'expérience ou des présentations technologiques ; - Vous accompagnez les jeunes architectes et leads techniques dans leur trajectoire d'évolution. Nous vous proposons : - Un accord de télétravail pour plus de flexibilité - Intégrer un centre d'expertise qui adresse les processus ERP avec les solutions Microsoft - Mener les avant-ventes et les projets - Devenir garant du pool d'expertise ERP au sein de la Practice - Travailler dans des environnements riches et complexes, francophone et internationaux - Assurer la formation des collaborateurs par votre expertise - Intégrer un collectif d'experts CRM partageant des valeurs de solidarité et d'excellence, dans un esprit bienveillant Nos recrutements s'inscrivent dans une stratégie de long terme et nos pratiques RH favorisent l'évolution de carrière au travers de missions riches, variées et sur les domaines porteurs de la transformation digitale. Rejoindre Inetum vous permettra donc de travailler sur des projets d'envergure, au sein d'une équipe dynamique qui place l'humain au coeur des priorités, tout en enrichissant de façon continue vos compétences et votre savoir-faire. Vos avantages : 27 jours de congés payés + 10 RTT Tickets restaurant : D'une valeur de 9€ (Prise en charge à 60% par Inetum) Suivi",Bruxelles,Aube,Architecte Solutions D365 F/H,architecte solution,0
7752,Développeur Sénior Python - Aws - Mérignac F/H,Développeur Sénior Python - Aws - Mérignac F/H,FULL_TIME,CDI,60 - 75 k€ brut annuel,60.0,75.0,,44.8323023,-0.6818159,2025-11-19,APEC,"Nous recherchons un Lead Développeur Sénior pour intégrer une équipe agile travaillant sur un produit stratégique axé sur la gestion et la modernisation d'un référentiel en environnement cloud. Vous interviendrez sur un périmètre à fort enjeu métier avec un niveau d'exigence élevé, dans un contexte de transformation numérique visant à passer d'une approche documentaire à une approche pleinement data-centric. En tant que Lead Développeur, vous serez responsable de la stratégie technique, de l'encadrement des développeurs et de la qualité des livrables, tout en prenant part activement au développement du produit Vos missions : - Participer à la conception, au développement et aux tests du produit. - Piloter techniquement l'équipe et garantir la cohérence d'architecture. - Définir et promouvoir les bonnes pratiques de développement (TDD, DDD, CI/CD). - Assurer le maintien en conditions opérationnelles, la performance et la sécurité. - Superviser les développements et garantir la tenue des engagements de sprint. - Réaliser des revues de code quotidiennes et produire la documentation nécessaire. - Accompagner techniquement l'équipe et contribuer à l'amélioration continue Stack technique Back-end : Python (AWS Lambda), ML supervisé Front-end : Angular + design system interne Cloud : AWS (Lambda, DynamoDB, S3, Cognito, SNS, SQS, EventBridge, CloudFront, WAF) DevOps : Terraform, GitLab CI/CD, Docker, SonarQube, Checkmarx Tests : Playwright Outils : Jira, Confluence, Gitlab Localisation : Mérignac Télétravail : 2 jours/semaine Mission : 3 mois + prolongations jusqu'à 15 mois Démarrage : Janvier 2026",Bruxelles,Aube,Développeur Sénior Python - Aws - Mérignac F/H,développeur sénior python aws mérignac,2
7753,Architecte Cloud - Paris F/H,Architecte Cloud - Paris F/H,FULL_TIME,CDI,,,,,48.8951418,2.2868865,2025-11-19,APEC,"Description de la mission Vous êtes Architecte Cloud ? Vous souhaitez vous investir au sein d'une équipe dynamique, passionnée et aux valeurs humaines fortes, capable d'accompagner ses clients sur toute la chaîne de valeur du projet (Conseil, Expertise et Intégration). Rejoindre nos équipes, c'est appartenir à une communauté internationale d'experts qui travaillent sur des projets passionnants pour divers clients prestigieux. Grâce à nos différents partenariats (AWS, Microsoft, Google, IBM), nous vous donnerons toutes les clés pour vous former et vous certifier. Notre objectif : faire de vous un véritable expert reconnu et vous faire évoluer vers des postes à responsabilités afin d'accompagner nos clients tout au long de leur transformation digitale. Capgemini veillera à votre épanouissement professionnel au travers de moment de partage.",Bruxelles,Aube,Architecte Cloud - Paris F/H,architecte cloud paris,0
7754,Ingénieur Système Windows F/H,Ingénieur Système Windows F/H,FULL_TIME,CDI,38 - 46 k€ brut annuel,38.0,46.0,,48.7923803,2.3598707,2025-11-19,APEC,"Fed IT, cabinet entièrement dédié aux recrutements spécialisés sur les métiers de l'informatique (Infra, Data, Développement, MOA, MOE, Management), recherche pour un de ses clients dans le secteur de la santé basé dans le Val De Marne (94), un ou une : Ingénieur Système Windows (H/F). Le poste est à pourvoir dans le cadre d'un CDI chez le client final pour une rémunération selon profil de 38 à 46 K€ annuel brut. Rattaché au responsable de l'infrastructure et au sein d'une équipe de 5 personnes, vous aurez les responsabilités suivantes : 1. Maintenance et évolution des infrastructures : Assurer la modernisation et la sécurité des infrastructures et systèmes de l'établissement. Actions clés : Industrialiser le support technique et intervenir sur les pannes ou dysfonctionnements majeurs. Opérer directement dans les Datacenters de l'établissement. 2. Pilotage autonome des projets techniques Piloter les projets d'infrastructure et les volets techniques des projets métiers, de la conception à la réalisation. Actions clés : Construire et suivre les budgets alloués aux projets. Alimenter le planning projets et remonter hebdomadairement les avancées et points de blocage. 3. Gestion de la sécurité et conformité : Être l'interlocuteur opérationnel des équipes SSI et renforcer la sécurité des systèmes en collaboration avec le RSSI. Actions clés : Superviser et anticiper les expirations de garanties, licences et contrats de maintenance. Mettre en place la supervision et le suivi des capacités (capacity planning). 4. Rédaction et transmission des documentations techniques : Produire et diffuser les documentations nécessaires à la conduite des projets et au support multi-niveaux (N0 à N3). Actions clés : Rédiger les DAT/DEX et les documentations utiles pour chaque niveau de support. Participer à la rédaction des expressions de besoins techniques et des consultations (cahiers des charges, études de coûts, benchmarks). 5. Coordination et reporting technique Assurer le lien entre les équipes techniques, la direction et les parties prenantes externes. Actions clés : Remonter les informations critiques et les besoins d'arbitrage. Garantir la traçabilité et la transparence des actions menées.",Bruxelles,Aube,Ingénieur Système Windows F/H,ingénieur système window,2
7755,Architecte Solution - Technique Plm Senior F/H,Architecte Solution - Technique Plm Senior F/H,FULL_TIME,CDI,,,,,43.449776,5.2633831,2025-11-19,APEC,"Contexte Nous accompagnons un grand acteur industriel dans une vaste transformation PLM visant à moderniser ses processus d'ingénierie et à unifier la gestion de ses données produit. Le projet consiste à déployer la plateforme 3DExperience au coeur de la chaîne de conception, d'industrialisation et de support, sur des produits complexes à longue durée de vie, soumis à de fortes contraintes de traçabilité, configuration et qualité. Le poste s'inscrit au sein de l'équipe PLM Core, responsable : - de la définition des standards PLM, - de la gouvernance des données, - de l'intégration SI, - et de l'évolution de l'architecture globale. Votre rôle En tant qu'Architecte PLM senior, vous jouez un rôle central dans la structuration, l'évolution et la cohérence de la solution PLM, à l'interface entre les métiers, la technique et les équipes projet. Vos missions Architecture & Conception - Définir l'architecture technique et fonctionnelle de la plateforme PLM - Structurer les modèles de données, processus, workflows et cycles de validation - Mettre en place les principes de gestion de configuration et modification produit Intégration & Gouvernance - Garantir l'interopérabilité PLM avec les autres systèmes (CAO, ERP, MES, simulation, etc.) - Définir les règles d'accès, droits, traçabilité et évolutions controlées - Participer au cadrage des roadmaps PLM et à la standardisation des pratiques Pilier technique & accompagnement - Encadrer / challenger les équipes fonctionnelles et techniques - Assurer la cohérence des choix technologiques - Contribuer aux phases de migration, harmonisation et montée en version - Fournir une expertise sur les bonnes pratiques, méthodes et référentiels PLM Pourquoi rejoindre ALTEN ? - Projet structurant au coeur de la transformation digitale industrie 4.0 - Rôle à forte responsabilité et forte visibilité - Environnement technologique exigeant & innovant - Opportunité de monter en expertise sur PLM & architecture SI - Cadre flexible, équipe experte, coaching & progression interne Poste basé à : Vitrolles Niveau : Senior / Expert / Référent Contrat : CDI - Cadre Télétravail partiel / souplesse selon projet client. Pas de full remote possible.",Bruxelles,Aube,Architecte Solution - Technique Plm Senior F/H,architecte solution technique plm senior,0
7756,Boucher F/H,Boucher F/H,FULL_TIME,CDI,21 - 21 k€ brut annuel,21.0,21.0,,50.0717242,2.5305931,2025-11-19,APEC,"Rejoignez l'équipe dynamique de notre client à Acheux-en-Amiénois en tant que boucher autonome et passionné. Ce poste en CDI, avec un salaire attractif de 13 EUR de l'heure. En tant que boucher, vous serez responsable de la préparation et de la transformation des viandes. Vous réceptionnerez, contrôlerez et stockerez les livraisons dans le respect des normes d'hygiène, tout en garantissant la qualité des produits. Votre maîtrise des techniques de découpe et de préparation vous permettra de créer des pièces de viande et des préparations bouchères variées et appétissantes. Vous assurerez la gestion du rayon en veillant à la propreté du poste de travail et au respect strict des normes HACCP. Vous surveillerez les températures, les dates de péremption, et gérerez les stocks pour maintenir un approvisionnement optimal du rayon. En contact direct avec la clientèle, vous saurez accueillir, conseiller et fidéliser les clients avec professionnalisme. Votre expertise vous permettra d'adapter vos conseils aux besoins spécifiques des clients, en garantissant une expérience de vente exceptionnelle. Ce rôle exige une grande autonomie et responsabilité. Vous serez capable de prioriser vos tâches et de prendre des initiatives pour assurer le bon fonctionnement du rayon boucherie, tant sur le plan technique que commercial. Vous êtes motivé et prêt à relever ce défi ? Postulez dès maintenant pour rejoindre une entreprise qui valorise votre savoir-faire et votre engagement. PANIER / MUTUELLE",Bruxelles,Aube,Boucher F/H,boucher,2
7757,Manager Rayon Frais F/H,Manager Rayon Frais F/H,FULL_TIME,CDI,24 - 27 k€ brut annuel,24.0,27.0,,43.751669,4.4958842,2025-11-19,APEC,"Le magasin souhaite renforcer son équipe en intégrant un Manager de Rayon Frais (H/F), capable de garantir la bonne tenue du rayon, d'accompagner l'équipe et de contribuer à la performance globale du point de vente.Le rayon frais joue un rôle central dans l'image du magasin : il demande constance, rigueur et une vraie sensibilité produit. C'est un univers dynamique, où la qualité se voit, se sent et se mesure. Missions principales * Organiser, superviser et développer le rayon frais : crémerie, traiteur, charcuterie, produits frais emballés. * Assurer le suivi opérationnel du rayon : remplissage, rotation, contrôle des dates, fraîcheur, propreté, présentation. * Garantir l'application stricte des règles d'hygiène, de sécurité et de traçabilité propres aux produits frais. * Accompagner et coordonner l'équipe du rayon : organisation du travail, montée en compétences, cohésion. * Suivre les indicateurs commerciaux : chiffre d'affaires, marge, casse, disponibilité produit, stocks. * Passer les commandes, contrôler les niveaux de stock et anticiper les besoins afin d'éviter ruptures et surstocks. * Mettre en place des actions pour dynamiser le rayon et améliorer l'expérience client. * Participer activement à la qualité de l'accueil et au service rendu à la clientèle. Conditions de collaboration * Type de contrat : CDI - 35h/semaine * Localisation : Bellegarde (Gard - 30) * Rythme : travail en journée * Environnement : équipe soudée, direction accessible, magasin structuré * Perspectives : évolutions possibles selon implication et résultats Pourquoi nous rejoindre ? * Intégrer un magasin reconnu pour son professionnalisme et sa relation client. * Occuper un poste clé, coeur de la performance et de l'image du magasin. * Évoluer dans un environnement humain, concret et responsabilisant. * Bénéficier d'une vraie autonomie dans la gestion d'un rayon stratégique. * Participer au développement d'un commerce de proximité ancré dans son territoire.",Bruxelles,Aube,Manager Rayon Frais F/H,manager rayon frais,2
7758,Développeur·se Fullstack F/H,Développeur·se Fullstack F/H,FULL_TIME,CDI,,,,,48.596656,2.672456,2025-11-19,APEC,"Qui sommes-nous ? Safran, groupe international de haute technologie opérant dans les domaines de l'aéronautique de l'espace et de la défense, se fixe pour ambition de contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement. Implanté sur tous les continents et riche de 81 000 collaborateurs, Safran occupe des positions de premier plan mondial sur ses marchés. Safran Aircraft Engines, filiale du Groupe Safran, conçoit, produit et commercialise des moteurs aéronautiques civils et militaires aux meilleurs niveaux de performance. La société est notamment, à travers CFM International, le leader mondial de la propulsion d'avions commerciaux courts et moyen-courriers (famille Airbus A320 par exemple). La Division Support & Services de Safran Aircraft Engines, en charge des activités de maintenance et réparation des moteurs, fait face à une montée en cadence de ses activités dans un contexte de forte croissance et doit accélérer sa transformation digitale. Descriptif du poste Vous avez envie de contribuer à la construction du paysage applicatif de la division de Support et Service ? Cette mission en tant que développeur full stack est faite pour vous ! Intégré(e) aux équipes de la Transformation Digitale, vous serez en charge de la réalisation de nouvelles applications pour répondre aux besoin des métiers de la division Support et Service. Vos missions seront variées et tourneront autour de la conception et réalisation de solutions avec le panel d'outils de développements à disposition. Relations liées au poste : Vous interviendrez dans un environnement complexe avec des interactions multiples : - L'équipe des Business Analysts et développeurs - La DSI : architectes techniques, experts middleware, Responsables et Experts Solutions - Les Data Stewards - Les Garants Métier des Applications",Bruxelles,Aube,Développeur·se Fullstack F/H,développeur fullstack,2
7759,Ingénieur QA - Data F/H,Ingénieur QA - Data F/H,FULL_TIME,CDI,35 - 35 k€ brut annuel,35.0,35.0,,43.628093,7.029271,2025-11-19,APEC,"- Votre rôle consistera à ? Vos Missions : - Établir et piloter une stratégie de test dédiée aux projets Data (qualité des données, pipelines, API, modèles, transformations) - Estimer les charges et planifier les différentes campagnes de tests - Contribuer, améliorer et formaliser les processus de test au sein de l'équipe - Industrialiser les processus de test en intégrant l'automatisation avec Pytest - Suivre et analyser les indicateurs de qualité, contribuer à la gestion des anomalies",Bruxelles,Aube,Ingénieur QA - Data F/H,ingénieur data,2
7760,Digital & Data Manager F/H,Digital & Data Manager F/H,FULL_TIME,CDI,,,,,45.8192767,4.8181794,2025-11-19,APEC,"Dans le cadre de notre programme de transformation digitale, nous recherchons : Digital & Data Manager H/F Sous la responsabilité du Directeur PERF & IS, vous oeuvrez pour l'exécution du volet Data du programme de transformation du Groupe et pilotez la stratégie data et le développement de l'IoT dans l'organisation. Véritable acteur clé de la transformation, vous jouez un rôle fondamental dans la migration des données des anciens systèmes et l'instauration d'une gouvernance structurée qui optimisera et pérennisera leur utilisation au service des initiatives numériques. Vos principales responsabilités sont les suivantes : - Vous définissez l'architecture des données dans les systèmes du Groupe et opérez la migration vers les systèmes cibles - Vous définissez et mettez en oeuvre une vision stratégique et une gouvernance des données alignées avec les objectifs business de REEL, tout en assurant une stricte conformité aux normes réglementaires, notamment le RGPD. - Vous pilotez la mise en place et le maintien d'une « source unique référente » pour les données critiques et travaillez à assurer la cohérence des modèles, outils de reporting et processus à travers les différents systèmes de l'organisation. - Vous développez les solutions IoT nécessaires à l'intégration des équipements REEL et soutenez des cas d'usage valorisant l'IA pour améliorer l'efficacité opérationnelle, l'innovation et la maintenance prédictive. Pour ce poste clef, vous pilotez une équipe multidisciplinaire, et saurez déployer la mise en place d'une culture axée sur les données et ce, en collaboration étroite avec les parties prenantes (IS, le CTO, et les équipes opérationnelles, les équipes projet). Parking sur place Participation et Intéressement Restaurant d'entreprise sur place",Bruxelles,Aube,Digital & Data Manager F/H,digital data manager,2
7761,Architecte Solution F/H,Architecte Solution F/H,FULL_TIME,CDI,55 - 75 k€ brut annuel,55.0,75.0,,47.2320085,-1.5481829,2025-11-19,APEC,"L'entreprise : Cette ETI de 800 personnes du secteur de la Fintech développe une solution de paiement utilisée par plus de 3,5 millions de personnes, offrant la possibilité d'ouvrir un compte courant, rapidement, sans découvert. Elle vous permet de participer au renouveau des Fintech en intégrant un acteur responsable et tourné vers l'inclusion des personnes Vous participez à la croissance d'une Fintech en plein développement en France et à l'international. Le Poste Au sein de la cellule d'architecture, vous avez pour objectif de : - Créer, présenter et mettre en oeuvre ces solutions techniques innovantes de remplacement ou d'amélioration des systèmes existants en cohérences avec la trajectoire du SI ; - Accompagner les projets métiers et/ou IT pour définir des architectures pertinentes ; - Définir, améliorer et déployer le cadre d'architecture : processus, gouvernance, standards, exigences en cohérence avec le cadre de l'entreprise ; - Diffuser les informations sur les détails des solutions choisies ; - Fiabiliser et maintenir le référentiel d'architecture et sa documentation. Environnement : - Technologies / Solutions : API Microservices, Event-driven, Cloud Computing, Data, ETL, APIM/CIAM/IDP - ArchiMate / UML - Abacus, Mega, etc - TOGAF - Outils de facilitation : Jira, Confluence Avantages Pourquoi postuler ? - Localisation : Nantes Centre-Ville - Proximité transports en commun / accessibilité vélo - Possibilité de télétravailler 2 jours par semaine - Participer à des soirées, des séminaires, des challenges - Intégrer une équipe dynamique et enthousiaste - Contexte international : développement de l'activité en Europe - Salaire : selon expérience, package entre 55 et 75 K€ - La mobilité interne est au coeur de la politique RH et les perspectives d'évolution sont très présentes - La cohésion des équipes est essentielle et passe par des moments de partage simples et festifs Pourquoi Externatic peut-elle vous aider ? Je suis Thomas, consultant en recrutement spécialisé sur les métiers IT et de la cybersécurité chez Externatic. Je serai ravi de vous accompagner dans votre recherche et de vous présenter cette belle opportunité dans le centre-ville de Nantes. Présent dans plusieurs grandes villes, notre réseau nous permet d'accompagner aussi bien des PME innovantes que des grands groupes ou éditeurs logiciels. Grâce à notre approche centrée sur les sociétés dites finales, nous vous permettons d'accéder à des opportunités stables, stimulantes et souvent exclusives, non diffusées sur les jobboards classiques.",Bruxelles,Aube,Architecte Solution F/H,architecte solution,0
7762,Lead Tech Java - Écosystème Cloud et IA F/H,Lead Tech Java - Écosystème Cloud et IA F/H,FULL_TIME,CDI,55 - 65 k€ brut annuel,55.0,65.0,,47.2320085,-1.5481829,2025-11-19,APEC,"L'entreprise : - Entreprise internationale transformant des environnements de données complexes en informations exploitables, générant des résultats stratégiques ; - Développement de produits SaaS d'analyse et d'intégration de données de pointe dans un écosystème cloud ; - Culture d'innovation, de technologie, de collaboration et d'ouverture. Le Poste Au sein du pôle R&D, vous serez au coeur de l'innovation et du développement de la plateforme cloud : - Concevoir et mettre en oeuvre des architectures techniques qui soutiennent l'innovation et les exigences des produits ; - Collaborer avec les responsables de produit pour la planification et la décomposition des tâches ; - Coordonner, avec la direction technique et les chefs d'équipe,  la priorisation et la planification des tâches ; - Collaborer avec les membres de l'équipe sur tous les aspects du processus de développement, y compris les normes d'API et d'interface, l'expérience utilisateur, la conception architecturale, la mise en oeuvre, les tests et la documentation ; - Garantir que les livrables répondent aux exigences en utilisant des pratiques de développement piloté par les tests, incluant des tests unitaires, d'intégration et de bout en bout ; - Développer, tester et maintenir les services utilisés ; - Travailler avec les ingénieurs support pour analyser, identifier et résoudre les problèmes ; - Mettre en place des alertes, tableaux de bord, et manuels de procédures pour une identification et résolution rapide des problèmes ; Avantages Pourquoi postuler ? - Localisation : Nantes Centre-Ville ; - Proximité transports en commun / accessibilité vélo ; - Possibilité de télétravailler 3 jours par semaine ; - Parcours de progression de carrière et des programmes de mentorat ; - Intégrer une entreprise ayant une culture d'innovation, de technologie, de collaboration et d'ouverture ; - Contexte international : pratiquer l'anglais ; - Salaire : selon expérience entre 55 et 65 K€. Pourquoi Externatic peut-elle vous aider ? Je suis Thomas, consultant en recrutement spécialisé sur les métiers IT et de la cybersécurité chez Externatic. Je serai ravi de vous accompagner dans votre recherche et de vous présenter cette belle opportunité dans le centre-ville de Nantes. Présent dans plusieurs grandes villes, notre réseau nous permet d'accompagner aussi bien des PME innovantes que des grands groupes ou éditeurs logiciels. Grâce à notre approche centrée sur les sociétés dites finales, nous vous permettons d'accéder à des opportunités stables, stimulantes et souvent exclusives, non diffusées sur les jobboards classiques.",Bruxelles,Aube,Lead Tech Java - Écosystème Cloud et IA F/H,lead tech java écosystème cloud,1
7763,Proxy Product Owner F/H,Proxy Product Owner F/H,FULL_TIME,CDI,55 - 60 k€ brut annuel,55.0,60.0,,48.8700179,2.2199902,2025-11-19,APEC,"En soutien du Product Owner, il / elle assurera la liaison entre les équipes métiers et techniques pour garantir la livraison de produits digitaux alignés avec les besoins utilisateurs, la stratégie d'entreprise et les contraintes techniques. Il / elle aura les missions suivantes : - Recueil & Analyse des besoins · Écouter et formaliser les besoins des utilisateurs métiers · Animer des ateliers de cadrage fonctionnel · Identifier les irritants et opportunités d'amélioration - Roadmap & Vision produit · Contribuer à la définition et au suivi de la roadmap produit avec le Product Owner ou le manager · Assurer la cohérence entre les évolutions demandées et la stratégie produit - Backlog & User Stories · Alimenter le backlog dans Azure DevOps · Rédiger des User Stories claires, testables et compréhensibles · Définir les critères d'acceptation - Gestion des Sprints & Suivi Agile · Préparer les sprints en collaboration avec les squads · Participer aux cérémonies Scrum : sprint planning, daily, review, retrospective · Accompagner les développeurs dans la compréhension des besoins - Recette & Qualité · Élaborer les cahiers de recette et cas de test · Coordonner les phases de tests fonctionnels avec les métiers · Valider la conformité des livrables - Support & Maintien en Conditions Opérationnelles · Suivre les incidents et demandes d'évolution · Proposer des plans d'action pour garantir la stabilité des applications - Conformité & Sécurité · Veiller à la conformité GDPR des développements · Intégrer les exigences de sécurité et de maintenabilité définies par la direction technique - Gouvernance & Collaboration · Participer aux comités projets et instances de pilotage · Contribuer au catalogue des besoins métiers · Collaborer avec les équipes Data pour enrichir la gouvernance de la donnée - Communication & Coordination · Être le point de contact privilégié entre les métiers et les équipes IT · Assurer une communication fluide et transparente sur l'avancement des sujets",Bruxelles,Aube,Proxy Product Owner F/H,proxy product owner,6
7764,Développeur Java - Api Concurrent Android F/H,Développeur Java - Api Concurrent Android F/H,FULL_TIME,CDI,45 - 58 k€ brut annuel,45.0,58.0,,47.2320085,-1.5481829,2025-11-19,APEC,"Vous souhaitez mettre vos compétences en développement logiciel au service de projets IoT innovants et concrets ? Rejoignez une entreprise technologique en pleine croissance, à la croisée de l'embarqué, de l'industrie et des objets connectés intelligents. Cette entreprise a déjà intégré ses solutions dans plus de 200 millions de produits dans le monde (domotique, médical, industrie, énergie). Son moteur logiciel est aujourd'hui utilisé par les plus grands acteurs mondiaux pour concevoir des produits intelligents à la fois performants et fiables. Au sein de cette entreprise agile organisée en petites équipes autonomes répondant à des projets clients, vous interviendrez sur le développement et l'architecture sur tous les sujets d'interactions API  entre la solution et les plate-formes de services des clients (store, etc). Dans ce cadre et en lien avec les équipes R&D des clients, vous assurerez : - L'analyse des besoins / qualification technique, - La proposition de solutions techniques et de préconisations, - La définition de solutions sur les flux d'échanges (et sur la sécurité : ouverture/fermeture, limitation, ), - Le chiffrage et l'étude de faisabilité et la réalisation d'éventuels POC, - Le développement et l'industrialisation JAVA / API de la solution, - Les tests et l'intégration technique, - l'expertise et le support à l'intégration auprès des clients, etc. Avantages Ce que vous y gagnez - Une entreprise innovante et à taille humaine, en pleine croissance à l'échelle mondiale - Une équipe experte, bienveillante, pluridisciplinaire et passionnée - Jusqu'à 50 % de télétravail selon votre organisation - Un poste en CDI basé à Nantes (Nord-Est), facilement accessible en transports en commun - Rémunération attractive selon expérience (entre 45 000 € et 58 000 € bruts/an) - Des déplacements ponctuels possibles en France ou à l'international - Accès à des formations techniques, linguistiques, ou méthodologiques (agilité, conférences, anglais) - Un environnement agile, dynamique et stimulant au quotidien - CSE, mutuelle, intégration progressive et montée en compétences assurée",Bruxelles,Aube,Développeur Java - Api Concurrent Android F/H,développeur java api concurrent android,2
7765,Collaborateur Comptable F/H,Collaborateur Comptable F/H,FULL_TIME,CDI,25 - 30 k€ brut annuel,25.0,30.0,,48.4002398,-4.5021304,2025-11-19,APEC,"Côté pro, j'ai le vent en poupe #ChezFITECO Brest! Afin de renforcer notre pôle expertise comptable, nous recherchons notre collaborateur comptable - data contrôleur H/F #ChezFITECO Brest, vous faites partie d'une équipe dynamique portée par 4 collaborateurs qui vous entourent et vous impliquent dans chaque projet. Votre contribution est précieuse pour la réussite collective! Vous prendrez en charge un portefeuille varié dont vous serez l'interlocuteur privilégié. 1. Organisation générale des missions : - Accompagner quotidiennement vos clients via Myfiteco, Fitcompta, en lien avec l'assistant comptable, - Optimiser le délai de traitement des données. 2. Qualification de la data : - Réaliser les travaux d'inventaire dans le cadre du bilan, - Réaliser les états financiers et les déclarations fiscales de son portefeuille clients, - Établir les demandes de renseignements à adresser aux clients. 3. Fiabilisation de la data : - Suivre la collecte et l'intégration des données comptables des clients, - Détecter, traiter et corriger les erreurs ou anomalies potentielles (ex : soldes bancaires, comptes de virement interne etc) Vos avantages : Chez nous, chaque jour est une opportunité d'apprendre, de grandir et de faire la différence dans l'accompagnement des entreprises. Voici ce que nous cultivons pour votre épanouissement professionnel et personnel : Un parcours d'intégration sur mesure et des formations régulières : dès votre arrivée, vous serez guidé à travers un parcours d'intégration pensé pour vous. Vous bénéficierez de formations régulières pour développer vos compétences et rester à la pointe de votre domaine. Le télétravail au bénéfice de tous : parce que nous croyons en l'équilibre entre vie professionnelle et personnelle, nous vous offrons la flexibilité d'une journée de télétravail par semaine. Travaillez de chez vous avec confort. Des avantages sociaux : profitez de chèques CSE pour agrémenter votre quotidien et d'une prime de participation qui récompense votre implication et votre performance. Nous valorisons votre contribution et souhaitons vous le montrer de manière tangible.",Bruxelles,Aube,Collaborateur Comptable F/H,collaborateur comptable,7
7766,Ingénieur Data - Data Scientist - Secteur Aéronautique F/H,Ingénieur Data - Data Scientist - Secteur Aéronautique F/H,FULL_TIME,CDI,37 - 43 k€ brut annuel,37.0,43.0,,43.596013,1.4321019,2025-11-19,APEC,"La ligne de service Consulting & Solutions d'Akkodis France renforce ses équipes en région Toulousaine et recrute un Ingénieur Data / Data Scientist - Secteur Aéronautique (H/F) en CDI à Toulouse. Ce poste s'inscrit au coeur de la transformation digitale du secteur aéronautique, où vous participerez à l'exploitation et à la valorisation des données pour optimiser la maintenance prédictive, la gestion des opérations et la performance des équipements. Responsabilités principales : * Collecter, nettoyer et structurer des données provenant de multiples sources, notamment Skywise et autres bases aéronautiques. * Développer et déployer des modèles prédictifs et analytiques basés sur le machine learning et la modélisation statistique. * Collaborer étroitement avec les équipes métier, IT et R&D pour définir les besoins et transformer les données en insights opérationnels. * Concevoir et mettre en oeuvre des architectures data robustes (data pipelines, data lakes) adaptées aux exigences du secteur. * Assurer la qualité, la sécurité et la confidentialité des données traitées. * Présenter les résultats analytiques aux parties prenantes via des rapports et des visualisations interactives. * Participer à la veille technologique et intégrer les innovations en data science dans les projets. * Former et accompagner les utilisateurs sur les outils et solutions data développés. Environnement de travail : Vous évoluerez au sein d'équipes multidisciplinaires dans un environnement agile, axé sur l'innovation et la collaboration. L'utilisation de plateformes avancées telles que Skywise et des technologies cloud (Azure, AWS) vous permettra de travailler sur des projets industriels d'envergure, impliquant des données complexes et sensibles. Les interactions régulières avec les équipes métier et techniques favorisent la montée en compétence et la co-construction de solutions adaptées aux enjeux du secteur aéronautique.",Bruxelles,Aube,Ingénieur Data - Data Scientist - Secteur Aéronautique F/H,ingénieur data data scientist secteur aéronautique,2
7767,Expert-Comptable F/H,Expert-Comptable F/H,FULL_TIME,CDI,60 - 80 k€ brut annuel,60.0,80.0,,46.3211441,4.8185555,2025-11-19,APEC,"En tant qu'Expert-comptable, vos missions sont les suivantes : * Superviser la production comptable et financière, * Conseiller les clients sur la gestion, la fiscalité et la performance, * Accompagner la relation client et la transition digitale, * Développer l'activité commerciale et promouvoir les offres, * Veiller aux évolutions réglementaires et se former.",Bruxelles,Aube,Expert-Comptable F/H,expert comptable,4
